device,tstamp,dstamp,CurrL1_A,CurrL2_A,CurrL3_A,ActPow_kW,AppPow_kVA,ReacPow_kvar,Energy_kWh,VolL1_V,VolL2_V,VolL3_V,THDUL1,THDUL2,THDUL3,THDIL1,THDIL2,THDIL3,cosphi
ParqueInterior,2025-05-16 00:24:34,01:23/ 16.05.2025 (UTC 2),2.43,1.08,1.06,0.27,1.09,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:24:34,01:23/ 16.05.2025 (UTC 2),91.23,91.07,91.94,62.57,65.59,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:24:34,01:23/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:24:34,01:23/ 16.05.2025 (UTC 2),13.85,12.31,10.62,7.37,8.8,\N,454168,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:25:34,01:24 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,376.39,355.32,404.15,\N,\N,\N,1
InformÃ¡tica,2025-05-16 00:25:34,01:24/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:25:34,01:24/ 16.05.2025 (UTC 2),2.47,1.08,1.04,0.27,1.1,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:25:34,01:24/ 16.05.2025 (UTC 2),14.53,15.21,21.55,10.76,12.29,\N,454169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:25:34,01:24/ 16.05.2025 (UTC 2),91.95,95.84,104.9,67.07,70.2,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:25:34,01:24/ 16.05.2025 (UTC 2),0.51,0.57,1.51,0.3,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:26:34,01:25/ 16.05.2025 (UTC 2),14.27,15.03,10.32,7.78,9.5,\N,454169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:26:34,01:25/ 16.05.2025 (UTC 2),2.48,1.08,1.05,0.27,1.11,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:26:34,01:25/ 16.05.2025 (UTC 2),74.88,72.48,73.3,51.75,52.88,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:26:34,01:25/ 16.05.2025 (UTC 2),0.5,0.58,1.51,0.3,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:26:34,01:25/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:26:34,01:25 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,435.89,400,408.25,\N,\N,\N,1
TorreLidador,2025-05-16 00:27:34,01:26/ 16.05.2025 (UTC 2),74.17,73.3,74.26,52.05,53.22,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:27:34,01:26/ 16.05.2025 (UTC 2),0.5,0.57,1.49,0.3,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:27:34,01:26/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:27:34,01:26 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,416.33,416.33,321.46,\N,\N,\N,1
ParqueInterior,2025-05-16 00:27:34,01:26/ 16.05.2025 (UTC 2),2.43,1.09,1.06,0.27,1.1,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:27:34,01:26/ 16.05.2025 (UTC 2),14.28,15.21,12.44,8.18,10.07,\N,454169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:28:34,01:27/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:28:34,01:27/ 16.05.2025 (UTC 2),73.15,75.33,73.05,52.16,53.15,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:28:34,01:27 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,393.7,408.25,393.7,\N,\N,\N,1
ParqueExterior,2025-05-16 00:28:34,01:27/ 16.05.2025 (UTC 2),0.5,0.58,1.49,0.3,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:28:34,01:27/ 16.05.2025 (UTC 2),2.45,1.09,1.06,0.27,1.1,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:28:34,01:27/ 16.05.2025 (UTC 2),14.15,12.43,10.73,7.46,8.96,\N,454169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:29:34,01:28/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:29:34,01:28/ 16.05.2025 (UTC 2),2.48,1.08,1.06,0.27,1.11,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:29:34,01:28 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,417.13,414.33,378.59,\N,\N,\N,1
TorreLidador,2025-05-16 00:29:34,01:28/ 16.05.2025 (UTC 2),73.16,71.47,84.67,53.94,54.92,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:29:34,01:28/ 16.05.2025 (UTC 2),0.5,0.57,1.5,0.3,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:29:34,01:28/ 16.05.2025 (UTC 2),14.14,12.34,20.66,10.07,11.31,\N,454169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:30:34,01:29/ 16.05.2025 (UTC 2),14.13,12.22,8.74,7.05,8.42,\N,454169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:30:34,01:29/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:30:34,01:29/ 16.05.2025 (UTC 2),2.41,1.09,1.05,0.27,1.09,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:30:34,01:29/ 16.05.2025 (UTC 2),73.3,71.01,72.41,51,52.02,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:30:34,01:29/ 16.05.2025 (UTC 2),0.5,0.59,1.5,0.31,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:30:34,01:29 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,424.26,335,395.81,\N,\N,\N,1
Master,2025-05-16 00:31:34,01:30 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,406.2,406.2,456.07,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 00:31:34,01:30/ 16.05.2025 (UTC 2),14.47,12.7,11.07,7.65,9.2,\N,454169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:31:34,01:30/ 16.05.2025 (UTC 2),73.54,68.19,74.03,50.87,51.88,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:31:34,01:30/ 16.05.2025 (UTC 2),0.51,0.59,1.49,0.31,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:31:34,01:30/ 16.05.2025 (UTC 2),2.37,1.1,1.06,0.27,1.09,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:31:34,01:30/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:32:34,01:31/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:32:34,01:31 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,380.79,341.57,402.08,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 00:32:34,01:31/ 16.05.2025 (UTC 2),14.44,12.95,10.89,7.63,9.19,\N,454170,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:32:34,01:31/ 16.05.2025 (UTC 2),0.51,0.58,1.49,0.31,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:32:34,01:31/ 16.05.2025 (UTC 2),2.5,1.1,1.07,0.27,1.12,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:32:34,01:31/ 16.05.2025 (UTC 2),72.89,68.71,73.91,50.85,51.85,\N,2321970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:33:34,01:32/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:33:34,01:32/ 16.05.2025 (UTC 2),13.98,12.91,10.74,7.55,9.05,\N,454170,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:33:34,01:32/ 16.05.2025 (UTC 2),2.42,1.1,1.06,0.27,1.1,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:33:34,01:32/ 16.05.2025 (UTC 2),0.51,0.58,1.48,0.3,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:33:34,01:32 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,428.95,449.44,440.45,\N,\N,\N,1
TorreLidador,2025-05-16 00:33:34,01:32/ 16.05.2025 (UTC 2),73.39,68.65,73.59,50.85,51.85,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:34:34,01:33/ 16.05.2025 (UTC 2),2.47,1.1,1.06,0.27,1.11,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:34:34,01:33/ 16.05.2025 (UTC 2),0.51,0.59,1.49,0.3,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:34:34,01:33/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:34:34,01:33/ 16.05.2025 (UTC 2),13.71,12.97,8.86,7.18,8.55,\N,454170,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:34:34,01:33 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,391.58,410.28,362.86,\N,\N,\N,1
TorreLidador,2025-05-16 00:34:34,01:33/ 16.05.2025 (UTC 2),72.42,68.45,72.03,50.25,51.24,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:35:34,01:34/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:35:34,01:34/ 16.05.2025 (UTC 2),13.68,12.39,8.78,7.05,8.38,\N,454170,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:35:34,01:34/ 16.05.2025 (UTC 2),73.25,72.83,74.78,51.76,52.71,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:35:34,01:34/ 16.05.2025 (UTC 2),2.47,1.11,1.05,0.27,1.11,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:35:34,01:34 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.12,433.59,349.6,422.3,\N,\N,\N,1
ParqueExterior,2025-05-16 00:35:34,01:34/ 16.05.2025 (UTC 2),0.5,0.6,1.49,0.31,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:36:34,01:35/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:36:34,01:35/ 16.05.2025 (UTC 2),13.64,12.53,10.86,7.43,8.89,\N,454170,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:36:34,01:35 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,362.86,431.28,453.87,\N,\N,\N,1
ParqueInterior,2025-05-16 00:36:34,01:35/ 16.05.2025 (UTC 2),2.45,1.1,1.04,0.27,1.1,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:36:34,01:35/ 16.05.2025 (UTC 2),0.53,0.59,1.48,0.3,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:36:34,01:35/ 16.05.2025 (UTC 2),72.41,68.41,76.07,51.1,52.1,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:37:34,01:36/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:37:34,01:36/ 16.05.2025 (UTC 2),13.81,12.61,10.99,7.55,9.01,\N,454170,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:37:34,01:36/ 16.05.2025 (UTC 2),2.54,1.1,1.07,0.27,1.13,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:37:34,01:36/ 16.05.2025 (UTC 2),0.51,0.59,1.5,0.3,0.63,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:37:34,01:36/ 16.05.2025 (UTC 2),71.7,67.74,76.17,50.95,51.93,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:37:34,01:36 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,435.89,341.57,341.57,\N,\N,\N,1
Master,2025-05-16 00:38:34,01:37 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,422.3,336.65,406.2,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 00:38:34,01:37/ 16.05.2025 (UTC 2),13.69,12.53,20.36,9.99,11.19,\N,454170,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:38:34,01:37/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:38:34,01:37/ 16.05.2025 (UTC 2),0.52,0.59,1.5,0.3,0.63,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:38:34,01:37/ 16.05.2025 (UTC 2),2.53,1.1,1.04,0.27,1.12,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:38:34,01:37/ 16.05.2025 (UTC 2),71.35,67.51,85.99,53.21,54.08,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:39:34,01:38 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.08,0.12,0.11,404.15,342.78,343.19,\N,\N,\N,1
ParqueInterior,2025-05-16 00:39:34,01:38/ 16.05.2025 (UTC 2),2.55,1.11,1.04,0.27,1.13,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:39:34,01:38/ 16.05.2025 (UTC 2),13.92,12.44,8.93,7.17,8.5,\N,454171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:39:34,01:38/ 16.05.2025 (UTC 2),90.54,89.16,94.7,62.16,66.08,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:39:34,01:38/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:39:34,01:38/ 16.05.2025 (UTC 2),0.51,0.6,1.49,0.31,0.63,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:40:34,01:39/ 16.05.2025 (UTC 2),13.93,12.46,9.3,7.28,8.59,\N,454171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:40:34,01:39/ 16.05.2025 (UTC 2),0.51,0.59,1.5,0.31,0.62,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:40:34,01:39/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:40:34,01:39 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.12,416.33,316.23,420.32,\N,\N,\N,1
ParqueInterior,2025-05-16 00:40:34,01:39/ 16.05.2025 (UTC 2),2.51,1.1,1.06,0.28,1.12,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:40:34,01:39/ 16.05.2025 (UTC 2),103.01,100.68,108.41,70.43,75.14,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:41:34,01:40 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.12,428.95,344.6,374.17,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 00:41:34,01:40/ 16.05.2025 (UTC 2),14,12.46,10.8,7.49,8.99,\N,454171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:41:34,01:40/ 16.05.2025 (UTC 2),74.06,70.24,75.94,51.88,53.04,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:41:34,01:40/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:41:34,01:40/ 16.05.2025 (UTC 2),2.5,1.11,1.05,0.27,1.12,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:41:34,01:40/ 16.05.2025 (UTC 2),0.5,0.6,1.5,0.31,0.63,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:42:34,01:41 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,414.73,418.33,331.66,\N,\N,\N,1
TorreLidador,2025-05-16 00:42:34,01:41/ 16.05.2025 (UTC 2),71.96,77.62,87.05,56.09,57.06,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:42:34,01:41/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:42:34,01:41/ 16.05.2025 (UTC 2),0.52,0.59,1.49,0.3,0.63,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:42:34,01:41/ 16.05.2025 (UTC 2),2.52,1.1,1.04,0.27,1.13,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:42:34,01:41/ 16.05.2025 (UTC 2),13.63,15.48,22.19,10.83,12.36,\N,454171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:43:34,01:42/ 16.05.2025 (UTC 2),13.67,15.32,8.85,7.51,9.13,\N,454171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:43:34,01:42/ 16.05.2025 (UTC 2),69.6,64.46,71.18,48.34,49.52,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:43:34,01:42/ 16.05.2025 (UTC 2),2.51,1.1,1.06,0.27,1.13,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:43:34,01:42/ 16.05.2025 (UTC 2),0.51,0.59,1.5,0.31,0.63,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:43:34,01:42/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:43:34,01:42 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,395.81,460.43,397.91,\N,\N,\N,1
Master,2025-05-16 00:44:34,01:43 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,438.18,387.3,416.33,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 00:44:34,01:43/ 16.05.2025 (UTC 2),13.69,15.26,8.86,7.47,9.1,\N,454171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:44:34,01:43/ 16.05.2025 (UTC 2),69.05,63.75,71.33,48.06,49.21,\N,2321980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:44:34,01:43/ 16.05.2025 (UTC 2),0.51,0.59,1.5,0.31,0.63,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:44:34,01:43/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:44:34,01:43/ 16.05.2025 (UTC 2),2.53,1.11,1.04,0.27,1.13,\N,68058.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:45:34,01:44/ 16.05.2025 (UTC 2),2.54,1.11,1.05,0.27,1.13,\N,68058.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:45:34,01:44/ 16.05.2025 (UTC 2),70.22,61.92,72.66,48.06,49.15,\N,2321990,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:45:34,01:44/ 16.05.2025 (UTC 2),13.74,12.52,10.88,7.46,8.96,\N,454171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:45:34,01:44/ 16.05.2025 (UTC 2),0.51,0.6,1.49,0.31,0.63,\N,251074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:45:34,01:44 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.11,420.32,336.65,438.18,\N,\N,\N,1
InformÃ¡tica,2025-05-16 00:45:34,01:44/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:46:34,01:45/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:46:34,01:45/ 16.05.2025 (UTC 2),13.67,12.47,10.76,7.39,8.9,\N,454171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:46:34,01:45/ 16.05.2025 (UTC 2),0.51,0.59,1.49,0.31,0.62,\N,251075,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:46:34,01:45/ 16.05.2025 (UTC 2),69.23,61.91,72.51,48.07,49.13,\N,2321990,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:46:34,01:45 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,402.08,378.59,432.05,\N,\N,\N,1
ParqueInterior,2025-05-16 00:46:34,01:45/ 16.05.2025 (UTC 2),2.48,1.11,1.06,0.27,1.12,\N,68058.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 00:47:34,01:46 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,397.91,400,397.91,\N,\N,\N,1
TorreLidador,2025-05-16 00:47:34,01:46/ 16.05.2025 (UTC 2),70.05,64.41,74.02,49.19,50.33,\N,2321990,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:47:34,01:46/ 16.05.2025 (UTC 2),0.5,0.6,1.47,0.31,0.62,\N,251075,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:47:34,01:46/ 16.05.2025 (UTC 2),2.47,1.12,1.05,0.27,1.12,\N,68058.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 00:47:34,01:46/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 00:47:34,01:46/ 16.05.2025 (UTC 2),14.01,12.56,8.68,7.16,8.51,\N,454172,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 00:48:34,01:47/ 16.05.2025 (UTC 2),69.65,64.23,70.97,48.32,49.46,\N,2321990,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 00:48:34,01:47/ 16.05.2025 (UTC 2),2.5,1.1,1.05,0.27,1.12,\N,68058.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 00:48:34,01:47/ 16.05.2025 (UTC 2),0.51,0.59,1.48,0.31,0.62,\N,251075,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
